0.3921,0.87447,1.4029,1.9306,2.447,2.9463,3.4239,3.8756,4.298,4.6883,5.0442,5.3646,5.6494,5.8995,6.1173,6.3061,6.4702,6.6142,6.7424,6.858,6.9626,7.0551,7.1316,7.1855,7.2079,7.1881,7.1153,6.9788,6.7699,6.4821,6.1125,5.6619,5.1352,4.5416,3.8944,3.2109,2.5126,1.8247,1.1776,0.61132,0.19949
0.36359,0.81083,1.3006,1.7896,2.2679,2.73,3.1715,3.5888,3.9786,4.3382,4.6659,4.9604,5.2218,5.4511,5.6504,5.8231,5.9731,6.1046,6.2218,6.3278,6.4238,6.5089,6.5796,6.6298,6.6511,6.6339,6.5678,6.4432,6.2517,5.9874,5.6474,5.2324,4.7468,4.199,3.6014,2.97,2.3244,1.6882,1.0897,0.56571,0.18461
0.33678,0.751,1.2045,1.6571,2.0995,2.5266,2.9344,3.3194,3.6786,4.0096,4.3108,4.5811,4.8206,5.0303,5.2124,5.3699,5.5065,5.6263,5.733,5.8296,5.9172,5.9951,6.06,6.1062,6.1262,6.1108,6.0507,5.9368,5.7613,5.5188,5.2064,4.8248,4.3779,3.8734,3.3227,2.7406,2.1452,1.5583,1.0059,0.52224,0.17043
0.31158,0.69477,1.1142,1.5326,1.9414,2.3357,2.7118,3.0666,3.3972,3.7014,3.9778,4.2255,4.4445,4.636,4.802,4.9452,5.0693,5.178,5.2748,5.3624,5.4421,5.5129,5.5721,5.6143,5.6326,5.6186,5.5637,5.4594,5.2986,5.0763,4.7897,4.4393,4.0288,3.5651,3.0587,2.5231,1.9752,1.4349,0.92633,0.48097,0.15697
0.28792,0.64197,1.0294,1.4157,1.7929,2.1565,2.503,2.8295,3.1333,3.4126,3.6659,3.8925,4.0925,4.267,4.4179,4.5479,4.6603,4.7585,4.846,4.9252,4.9971,5.0613,5.1148,5.153,5.1695,5.1565,5.1062,5.0107,4.8635,4.6598,4.3972,4.0759,3.6994,3.2741,2.8093,2.3177,1.8146,1.3183,0.8511,0.44193,0.14423
0.2657,0.5924,0.94983,1.306,1.6537,1.9885,2.3073,2.6073,2.8862,3.1421,3.3739,3.5808,3.7632,3.9219,4.0588,4.1765,4.278,4.3665,4.4453,4.5165,4.5813,4.639,4.6872,4.7215,4.736,4.7238,4.6775,4.59,4.4552,4.2688,4.0285,3.7345,3.3898,3.0003,2.5746,2.1242,1.6632,1.2085,0.7802,0.40513,0.13222
0.24486,0.5459,0.87517,1.2032,1.5231,1.831,2.1239,2.3992,2.6548,2.889,3.1008,3.2895,3.4554,3.5995,3.7235,3.8297,3.9211,4.0007,4.0713,4.1351,4.1931,4.2448,4.2879,4.3185,4.3311,4.3195,4.2768,4.1965,4.0732,3.9028,3.6831,3.4145,3.0994,2.7434,2.3544,1.9426,1.5211,1.1052,0.71359,0.37055,0.12094
0.22531,0.50229,0.80516,1.1067,1.4007,1.6834,1.9521,2.2044,2.4383,2.6523,2.8454,3.0173,3.168,3.2985,3.4106,3.5063,3.5883,3.6596,3.7228,3.7797,3.8315,3.8775,3.9158,3.9429,3.9536,3.9424,3.9029,3.8293,3.7166,3.5609,3.3605,3.1153,2.828,2.5032,2.1482,1.7726,1.388,1.0086,0.6512,0.33816,0.11037
0.20699,0.46141,0.73956,1.0164,1.2861,1.5453,1.7913,2.0221,2.2358,2.4311,2.6069,2.7631,2.8997,3.0178,3.1188,3.2048,3.2784,3.342,3.3982,3.4489,3.4948,3.5357,3.5696,3.5933,3.6023,3.5913,3.5548,3.4873,3.3843,3.2424,3.0597,2.8364,2.5747,2.279,1.9559,1.6139,1.2638,0.91829,0.59291,0.30789,0.10049
0.18982,0.42312,0.67811,0.9318,1.1788,1.416,1.6409,1.8517,2.0466,2.2244,2.3843,2.5259,2.6496,2.7562,2.847,2.9242,2.9898,3.0465,3.0964,3.1413,3.1819,3.218,3.2478,3.2684,3.2757,3.2651,3.2312,3.1694,3.0754,2.9461,2.7799,2.5768,2.339,2.0703,1.7767,1.4661,1.148,0.83418,0.5386,0.27969,0.091286
